resvid,uid,habid,fecha_inicio,fecha_fin
697,200,697,2029-07-02,2029-07-03
698,192,698,2066-02-03,2066-02-10
699,144,699,2084-05-24,2084-06-10
700,58,700,2042-01-28,2042-02-16
701,417,701,2087-04-23,2087-05-02
702,421,702,2061-04-01,2061-04-10
703,401,703,2042-06-07,2042-06-13
704,214,704,2091-10-20,2091-10-31
705,217,705,2063-04-18,2063-04-20
706,349,706,2080-09-02,2080-09-14
707,238,707,2083-02-13,2083-02-17
708,172,708,2089-02-26,2089-03-10
709,420,709,2091-05-07,2091-05-09
710,79,710,2071-03-24,2071-03-28
711,158,711,2044-10-21,2044-11-04
712,372,712,2083-01-28,2083-02-15
713,73,713,2059-02-03,2059-02-13
714,305,714,2052-11-08,2052-11-10
715,83,715,2063-04-10,2063-04-19
716,323,716,2027-06-30,2027-07-17
717,179,717,2039-10-18,2039-10-27
718,281,718,2075-10-14,2075-11-01
719,144,719,2076-03-09,2076-03-25
720,349,720,2068-05-25,2068-05-27
721,256,721,2038-12-21,2039-01-03
722,232,722,2074-05-18,2074-06-02
723,344,723,2047-09-03,2047-09-03
724,94,724,2091-05-31,2091-06-10
725,227,725,2043-10-22,2043-10-24
726,334,726,2099-07-27,2099-08-15
727,386,727,2034-12-11,2034-12-17
728,279,728,2045-02-01,2045-02-14
729,239,729,2024-09-01,2024-09-20
730,420,730,2048-02-21,2048-03-08
731,169,731,2086-11-01,2086-11-16
732,310,732,2067-12-20,2067-12-27
733,303,733,2063-04-01,2063-04-12
734,11,734,2027-05-02,2027-05-03
735,230,735,2026-03-02,2026-03-14
736,246,736,2091-03-10,2091-03-23
737,234,737,2072-11-02,2072-11-10
738,348,738,2090-02-05,2090-02-16
739,398,739,2061-05-28,2061-06-11
740,278,740,2021-03-13,2021-03-30
741,65,741,2086-09-24,2086-10-06
742,322,742,2056-05-13,2056-05-23
743,13,743,2067-08-16,2067-08-29
744,117,744,2053-02-21,2053-03-03
745,276,745,2051-11-03,2051-11-17
746,364,746,2092-03-17,2092-03-22
747,333,747,2091-02-01,2091-02-20
748,138,748,2021-05-01,2021-05-19
749,68,749,2060-09-30,2060-10-18
750,334,750,2096-10-07,2096-10-12
751,129,751,2044-11-07,2044-11-19
752,370,752,2054-07-09,2054-07-19
753,129,753,2052-08-02,2052-08-03
754,78,754,2088-09-04,2088-09-21
755,3,755,2066-05-25,2066-06-04
756,266,756,2063-09-15,2063-10-02
757,268,757,2084-02-20,2084-03-04
758,324,758,2065-11-14,2065-11-29
759,398,759,2081-11-30,2081-12-15
760,297,760,2069-12-05,2069-12-08
761,235,761,2061-05-05,2061-05-23
762,26,762,2094-07-24,2094-07-29
763,73,763,2034-07-04,2034-07-21
764,391,764,2021-01-31,2021-02-09
765,323,765,2068-12-11,2068-12-16
766,227,766,2047-06-19,2047-07-03
767,152,767,2036-10-07,2036-10-20
768,252,768,2030-09-04,2030-09-19
769,137,769,2045-09-23,2045-09-30
770,360,770,2028-04-16,2028-04-17
771,327,771,2041-07-18,2041-08-02
772,396,772,2027-01-05,2027-01-11
773,92,773,2041-04-04,2041-04-16
774,124,774,2063-02-09,2063-02-22
775,381,775,2025-02-15,2025-02-27
776,16,776,2077-10-17,2077-10-23
777,232,777,2088-01-12,2088-01-16
778,262,778,2099-12-21,2099-12-27
779,40,779,2063-02-14,2063-02-22
780,427,780,2088-10-01,2088-10-02
781,185,781,2079-02-03,2079-02-17
782,71,782,2027-10-10,2027-10-12
783,189,783,2021-11-01,2021-11-01
784,400,784,2058-06-28,2058-07-03
785,98,785,2088-05-17,2088-06-02
786,120,786,2042-12-01,2042-12-14
787,445,787,2073-11-23,2073-11-25
788,347,788,2047-10-07,2047-10-25
789,303,789,2093-08-29,2093-09-10
790,318,790,2090-10-30,2090-11-16
791,54,791,2052-04-20,2052-04-25
792,371,792,2034-11-03,2034-11-17
793,283,793,2074-01-28,2074-02-04
794,269,794,2047-05-14,2047-05-21
795,439,795,2053-04-29,2053-05-03
796,40,796,2045-11-09,2045-11-14
797,329,797,2096-03-25,2096-04-05
798,117,798,2066-08-24,2066-09-09
799,114,799,2025-11-10,2025-11-29
800,122,800,2067-07-20,2067-07-29
801,295,801,2027-03-19,2027-03-25
802,194,802,2035-08-23,2035-09-10
803,366,803,2021-03-06,2021-03-25
804,180,804,2054-08-02,2054-08-18
805,71,805,2051-08-11,2051-08-14
806,248,806,2090-07-01,2090-07-14
807,309,807,2020-01-10,2020-01-23
808,237,808,2036-05-15,2036-05-22
809,186,809,2077-04-25,2077-05-06
810,25,810,2045-06-26,2045-07-01
811,377,811,2054-01-31,2054-02-13
812,149,812,2050-11-09,2050-11-13
813,427,813,2049-09-20,2049-10-08
814,17,814,2042-01-07,2042-01-26
815,361,815,2041-08-02,2041-08-15
816,190,816,2025-09-02,2025-09-09
817,407,817,2038-09-21,2038-09-26
818,96,818,2057-04-10,2057-04-21
819,233,819,2050-08-03,2050-08-13
820,300,820,2071-12-26,2072-01-12
821,301,821,2088-05-21,2088-06-05
822,336,822,2066-11-17,2066-11-28
823,272,823,2073-06-14,2073-06-17
824,11,824,2029-03-21,2029-04-02
825,219,825,2085-07-05,2085-07-05
826,358,826,2073-01-05,2073-01-11
827,336,827,2067-08-19,2067-08-28
828,20,828,2043-05-16,2043-05-22
829,19,829,2035-09-19,2035-09-19
830,48,830,2074-08-26,2074-08-27
831,274,831,2065-07-30,2065-08-12
832,247,832,2048-11-13,2048-12-02
833,319,833,2050-06-05,2050-06-05
834,39,834,2056-11-08,2056-11-15
835,6,835,2078-09-13,2078-09-21
836,29,836,2075-03-22,2075-03-31
837,293,837,2053-03-24,2053-04-05
838,430,838,2056-10-24,2056-11-02
839,227,839,2097-06-27,2097-07-12
840,1,840,2053-04-28,2053-05-13
841,181,841,2033-06-08,2033-06-25
842,324,842,2041-11-26,2041-12-10
843,333,843,2070-05-29,2070-06-02
844,427,844,2084-12-20,2084-12-28
845,342,845,2039-04-23,2039-05-01
846,201,846,2090-04-19,2090-05-04
847,395,847,2022-09-28,2022-09-28
848,225,848,2067-07-28,2067-08-11
849,449,849,2067-01-25,2067-02-10
850,96,850,2024-04-24,2024-05-09
851,388,851,2079-09-27,2079-10-12
852,439,852,2039-09-18,2039-09-20
853,42,853,2090-12-02,2090-12-19
854,261,854,2039-02-26,2039-03-01
855,395,855,2062-10-22,2062-10-25
856,149,856,2068-10-13,2068-10-25
857,437,857,2020-03-28,2020-04-10
858,104,858,2075-09-24,2075-10-03
859,159,859,2024-04-16,2024-04-25
860,136,860,2085-09-14,2085-09-29
861,55,861,2041-12-19,2041-12-24
862,410,862,2063-01-05,2063-01-08
863,235,863,2053-08-18,2053-08-24
864,0,864,2031-08-21,2031-08-29
865,436,865,2046-07-20,2046-07-20
866,338,866,2026-05-10,2026-05-21
867,295,867,2025-09-14,2025-09-22
868,19,868,2071-07-31,2071-08-09
869,440,869,2049-12-17,2050-01-04
870,246,870,2059-01-13,2059-01-20
871,309,871,2081-12-08,2081-12-08
872,443,872,2072-01-30,2072-02-14
873,443,873,2026-08-29,2026-09-05
874,437,874,2063-09-25,2063-09-29
875,442,875,2020-04-15,2020-05-02
876,207,876,2079-10-04,2079-10-14
877,104,877,2047-07-06,2047-07-20
878,88,878,2093-05-09,2093-05-22
879,52,879,2078-01-17,2078-01-21
880,89,880,2099-07-26,2099-08-14
881,430,881,2052-05-11,2052-05-27
882,203,882,2053-06-02,2053-06-17
883,241,883,2052-01-16,2052-01-19
884,393,884,2025-11-05,2025-11-19
885,20,885,2062-11-22,2062-12-01
886,376,886,2030-10-04,2030-10-08
887,310,887,2056-04-07,2056-04-15
888,85,888,2035-01-20,2035-01-21
889,121,889,2042-05-20,2042-06-08
890,445,890,2082-12-14,2082-12-17
891,302,891,2049-11-03,2049-11-21
892,133,892,2055-05-15,2055-05-15
893,434,893,2047-10-13,2047-10-17
894,116,894,2027-08-12,2027-08-20
895,112,895,2055-08-24,2055-08-30
896,323,896,2036-10-18,2036-10-20
897,45,897,2060-06-30,2060-07-06
898,113,898,2073-10-16,2073-10-28
899,375,899,2045-09-20,2045-10-05
900,32,900,2022-08-03,2022-08-14
901,164,901,2060-04-02,2060-04-18
902,365,902,2079-05-08,2079-05-16
903,403,903,2093-04-02,2093-04-14
904,46,904,2063-03-02,2063-03-09
905,228,905,2024-06-26,2024-07-12
906,448,906,2042-08-25,2042-09-11
907,312,907,2081-04-23,2081-05-07
908,151,908,2092-10-18,2092-10-21
909,426,909,2093-03-20,2093-03-29
910,158,910,2094-04-02,2094-04-19
911,445,911,2051-12-21,2052-01-08
912,285,912,2049-09-24,2049-10-11
913,89,913,2022-11-14,2022-11-29
914,77,914,2084-06-22,2084-07-07
915,190,915,2094-12-11,2094-12-18
916,315,916,2026-07-31,2026-08-04
917,231,917,2026-04-29,2026-05-15
918,261,918,2040-02-15,2040-02-25
919,40,919,2034-09-10,2034-09-15
920,127,920,2041-04-19,2041-04-21
921,423,921,2030-10-06,2030-10-07
922,297,922,2096-05-27,2096-05-31
923,386,923,2070-11-08,2070-11-18
924,190,924,2066-12-19,2066-12-31
925,410,925,2050-02-08,2050-02-14
926,418,926,2074-06-10,2074-06-12
927,81,927,2066-07-26,2066-08-14
928,428,928,2096-08-04,2096-08-06
929,78,929,2093-04-11,2093-04-20
930,46,930,2021-09-22,2021-09-30
931,372,931,2051-04-22,2051-04-27
932,40,932,2090-10-23,2090-11-11
933,18,933,2093-01-17,2093-01-19
934,442,934,2096-10-10,2096-10-12
935,348,935,2069-01-16,2069-01-26
936,370,936,2096-01-12,2096-01-23
937,384,937,2053-06-11,2053-06-30
938,264,938,2079-01-14,2079-01-21
939,108,939,2025-08-17,2025-08-20
940,354,940,2058-11-06,2058-11-22
941,23,941,2042-12-11,2042-12-20
942,79,942,2023-12-21,2023-12-29
943,180,943,2028-10-12,2028-10-25
944,405,944,2077-01-16,2077-02-02
945,14,945,2095-09-09,2095-09-24
946,59,946,2054-02-22,2054-02-26
947,339,947,2020-03-03,2020-03-04
948,323,948,2036-04-09,2036-04-21
949,262,949,2046-10-11,2046-10-30
950,258,950,2043-04-03,2043-04-03
951,94,951,2089-10-26,2089-11-03
952,115,952,2038-04-02,2038-04-04
953,255,953,2086-11-15,2086-11-26
954,18,954,2051-12-27,2051-12-31
955,418,955,2039-02-02,2039-02-09
956,104,956,2056-05-07,2056-05-24
957,136,957,2071-02-10,2071-02-19
958,176,958,2091-04-17,2091-04-17
959,251,959,2046-12-07,2046-12-10
960,388,960,2064-05-15,2064-05-24
961,406,961,2031-05-30,2031-06-14
962,301,962,2066-06-25,2066-07-06
963,97,963,2036-01-25,2036-01-30
964,103,964,2057-04-07,2057-04-22
965,320,965,2031-04-21,2031-04-22
966,10,966,2040-02-29,2040-03-18
967,181,967,2089-04-15,2089-05-01
968,199,968,2030-07-08,2030-07-16
969,265,969,2026-02-14,2026-02-28
970,210,970,2073-10-03,2073-10-21
971,61,971,2052-11-17,2052-12-02
972,16,972,2050-10-10,2050-10-10
973,118,973,2089-03-12,2089-03-28
974,221,974,2063-10-31,2063-11-18
975,143,975,2056-06-02,2056-06-03
976,36,976,2020-07-02,2020-07-03
977,51,977,2093-09-15,2093-09-29
978,386,978,2095-08-03,2095-08-08
979,268,979,2099-07-24,2099-08-11
980,431,980,2042-02-15,2042-02-25
981,66,981,2092-03-01,2092-03-12
982,147,982,2041-03-17,2041-03-28
983,255,983,2094-10-18,2094-10-19
984,381,984,2093-02-27,2093-03-17
985,229,985,2053-02-20,2053-02-26
986,109,986,2097-08-29,2097-09-06
987,29,987,2073-11-03,2073-11-08
988,210,988,2055-09-07,2055-09-08
989,118,989,2042-03-09,2042-03-22
990,375,990,2048-04-26,2048-05-15
991,386,991,2068-09-07,2068-09-24
992,373,992,2072-10-06,2072-10-06
993,138,993,2027-06-21,2027-07-01
994,137,994,2074-08-15,2074-08-27
995,144,995,2020-09-10,2020-09-28
996,140,996,2043-12-14,2043-12-22
997,379,997,2064-08-13,2064-08-22
998,198,998,2025-02-06,2025-02-11
999,377,999,2072-04-19,2072-05-03
1000,233,1000,2073-07-30,2073-08-11
1001,180,1001,2023-10-02,2023-10-20
1002,217,1002,2035-03-14,2035-03-25
1003,447,1003,2033-09-06,2033-09-08
1004,355,1004,2096-04-07,2096-04-12
1005,418,1005,2064-03-07,2064-03-20
1006,15,1006,2081-06-03,2081-06-10
1007,198,1007,2042-02-17,2042-03-06
1008,27,1008,2084-11-26,2084-11-27
1009,176,1009,2060-03-06,2060-03-11
1010,108,1010,2055-07-16,2055-08-02
1011,163,1011,2044-07-29,2044-07-30
1012,356,1012,2043-02-08,2043-02-26
1013,62,1013,2051-05-22,2051-06-09
1014,135,1014,2049-03-24,2049-03-26
1015,414,1015,2097-08-24,2097-09-02
1016,420,1016,2086-09-10,2086-09-21
1017,259,1017,2062-07-12,2062-07-29
1018,219,1018,2057-03-10,2057-03-26
1019,415,1019,2029-07-29,2029-08-17
1020,44,1020,2082-09-11,2082-09-19
1021,46,1021,2091-12-20,2091-12-28
1022,11,1022,2038-04-13,2038-04-20
1023,147,1023,2063-05-09,2063-05-23
1024,246,1024,2099-02-05,2099-02-17
1025,182,1025,2043-09-12,2043-09-25
1026,310,1026,2069-05-26,2069-06-08
1027,201,1027,2064-10-17,2064-10-25
1028,72,1028,2088-12-24,2088-12-31
1029,114,1029,2080-08-08,2080-08-18
1030,385,1030,2035-05-15,2035-05-29
1031,95,1031,2049-03-21,2049-04-09
1032,197,1032,2036-10-13,2036-10-15
1033,95,1033,2067-02-19,2067-02-27
1034,105,1034,2084-10-17,2084-10-25
1035,192,1035,2097-06-16,2097-07-03
1036,175,1036,2077-01-22,2077-01-30
1037,413,1037,2055-03-11,2055-03-13
1038,57,1038,2052-02-18,2052-03-01
1039,116,1039,2020-12-08,2020-12-27
1040,77,1040,2059-02-17,2059-02-17
1041,119,1041,2078-06-06,2078-06-17
1042,88,1042,2090-10-25,2090-11-12
1043,261,1043,2022-07-24,2022-07-30
1044,103,1044,2073-08-21,2073-08-30
1045,35,1045,2070-09-10,2070-09-20
1046,190,1046,2095-08-13,2095-08-16
1047,123,1047,2034-07-03,2034-07-10
1048,383,1048,2026-08-22,2026-09-01
1049,161,1049,2097-10-31,2097-11-09
1050,175,1050,2062-02-15,2062-02-18
1051,225,1051,2057-04-14,2057-05-01
1052,295,1052,2042-01-16,2042-02-01
1053,162,1053,2019-12-08,2019-12-11
1054,340,1054,2088-09-10,2088-09-12
1055,207,1055,2082-08-09,2082-08-25
1056,45,1056,2083-02-20,2083-02-23
1057,140,1057,2029-12-14,2029-12-18
1058,363,1058,2067-07-18,2067-07-18
1059,38,1059,2044-09-24,2044-10-06
1060,434,1060,2056-03-11,2056-03-25
1061,263,1061,2094-03-09,2094-03-10
1062,116,1062,2044-02-08,2044-02-26
1063,108,1063,2049-01-16,2049-01-30
1064,128,1064,2044-09-10,2044-09-26
1065,188,1065,2063-03-10,2063-03-23
1066,210,1066,2054-12-06,2054-12-16
1067,317,1067,2058-10-05,2058-10-14
1068,118,1068,2055-12-04,2055-12-22
1069,102,1069,2072-06-10,2072-06-26
1070,240,1070,2019-12-03,2019-12-03
1071,209,1071,2021-06-01,2021-06-02
1072,437,1072,2092-09-08,2092-09-12
1073,317,1073,2072-01-02,2072-01-07
1074,206,1074,2071-11-03,2071-11-05
1075,158,1075,2069-11-12,2069-11-26
1076,113,1076,2055-02-25,2055-02-28
1077,110,1077,2062-07-22,2062-07-26
1078,309,1078,2060-03-25,2060-04-13
1079,215,1079,2052-11-07,2052-11-20
1080,11,1080,2036-11-18,2036-12-04
1081,148,1081,2031-09-17,2031-10-03
1082,19,1082,2058-01-15,2058-01-26
1083,93,1083,2043-11-07,2043-11-24
1084,329,1084,2053-04-14,2053-04-19
1085,51,1085,2051-10-21,2051-10-31
1086,409,1086,2088-02-09,2088-02-25
1087,190,1087,2055-07-08,2055-07-25
1088,384,1088,2080-06-05,2080-06-15
1089,195,1089,2064-11-25,2064-11-27
1090,301,1090,2095-05-21,2095-05-27
1091,209,1091,2083-12-19,2083-12-24
1092,443,1092,2066-09-03,2066-09-12
1093,146,1093,2043-07-14,2043-07-17
1094,403,1094,2066-01-11,2066-01-13
1095,311,1095,2036-06-16,2036-06-21
1096,300,1096,2067-06-06,2067-06-16
1097,232,1097,2044-08-05,2044-08-10
1098,296,1098,2022-12-28,2023-01-11
1099,301,1099,2056-07-23,2056-08-08
1100,115,1100,2038-11-22,2038-11-26
1101,393,1101,2053-09-13,2053-10-01
1102,411,1102,2036-12-26,2036-12-30
1103,124,1103,2043-10-29,2043-11-16
1104,218,1104,2084-03-15,2084-03-24
1105,170,1105,2067-12-24,2067-12-24
1106,249,1106,2043-02-15,2043-02-20
1107,71,1107,2027-04-07,2027-04-09
1108,63,1108,2047-02-22,2047-02-24
1109,399,1109,2031-04-02,2031-04-10
1110,330,1110,2078-01-03,2078-01-04
1111,344,1111,2029-05-04,2029-05-21
1112,288,1112,2020-06-30,2020-07-04
1113,211,1113,2066-11-07,2066-11-15
1114,1,1114,2096-04-02,2096-04-04
1115,319,1115,2040-03-04,2040-03-09
1116,23,1116,2088-01-31,2088-02-18
1117,387,1117,2022-01-22,2022-01-28
1118,135,1118,2082-09-01,2082-09-15
1119,274,1119,2071-01-20,2071-01-30
1120,164,1120,2069-01-09,2069-01-24
1121,400,1121,2055-03-31,2055-04-06
1122,210,1122,2023-10-12,2023-10-24
1123,198,1123,2094-12-22,2094-12-29
1124,197,1124,2049-01-23,2049-01-23
1125,169,1125,2067-06-22,2067-06-25
1126,305,1126,2032-08-13,2032-08-15
1127,29,1127,2038-08-10,2038-08-26
1128,369,1128,2078-07-18,2078-07-24
1129,184,1129,2030-01-09,2030-01-19
1130,77,1130,2082-12-06,2082-12-19
1131,332,1131,2064-02-23,2064-03-02
1132,424,1132,2057-04-14,2057-05-01
1133,429,1133,2096-07-24,2096-08-11
1134,314,1134,2031-04-09,2031-04-24
1135,50,1135,2057-01-02,2057-01-07
1136,322,1136,2029-12-07,2029-12-13
1137,11,1137,2046-03-24,2046-03-31
1138,194,1138,2072-07-18,2072-08-04
1139,272,1139,2051-10-23,2051-11-03
1140,104,1140,2099-12-09,2099-12-10
1141,68,1141,2038-10-15,2038-10-15
1142,239,1142,2070-09-21,2070-10-06
1143,177,1143,2083-08-24,2083-08-27
1144,198,1144,2044-10-19,2044-10-21
1145,377,1145,2097-11-03,2097-11-04
1146,101,1146,2063-11-09,2063-11-13
1147,40,1147,2037-08-08,2037-08-12
1148,185,1148,2087-06-29,2087-07-13
1149,76,1149,2052-04-19,2052-05-06
1150,72,1150,2061-05-19,2061-05-22
1151,178,1151,2063-08-03,2063-08-17
1152,256,1152,2082-11-29,2082-12-18
1153,212,1153,2046-06-01,2046-06-20
1154,59,1154,2054-05-12,2054-05-31
1155,336,1155,2059-11-29,2059-12-17
1156,267,1156,2064-08-30,2064-09-11
1157,20,1157,2060-05-09,2060-05-20
1158,363,1158,2026-09-23,2026-10-12
1159,91,1159,2062-12-26,2062-12-29
1160,147,1160,2078-01-11,2078-01-22
1161,374,1161,2080-12-29,2080-12-31
1162,294,1162,2056-01-29,2056-02-12
1163,296,1163,2099-10-27,2099-10-30
1164,253,1164,2079-09-17,2079-09-28
1165,18,1165,2045-03-13,2045-03-20
1166,14,1166,2068-07-15,2068-07-30
1167,283,1167,2031-01-06,2031-01-23
1168,253,1168,2048-09-16,2048-09-20
1169,219,1169,2049-07-30,2049-08-11
1170,161,1170,2067-05-31,2067-06-03
1171,449,1171,2085-11-18,2085-11-23
1172,264,1172,2058-08-17,2058-09-04
1173,277,1173,2035-02-16,2035-03-02
1174,76,1174,2037-05-04,2037-05-21
1175,281,1175,2049-04-18,2049-04-24
1176,300,1176,2042-11-20,2042-12-03
1177,174,1177,2089-10-03,2089-10-08
1178,318,1178,2069-02-08,2069-02-23
1179,105,1179,2035-05-09,2035-05-14
1180,93,1180,2089-06-14,2089-06-28
1181,333,1181,2037-11-09,2037-11-16
1182,102,1182,2070-04-26,2070-04-26
1183,164,1183,2044-09-28,2044-10-04
1184,395,1184,2076-09-16,2076-09-29
1185,128,1185,2072-08-27,2072-09-06
1186,191,1186,2098-11-26,2098-12-12
1187,335,1187,2078-06-23,2078-07-06
1188,272,1188,2082-11-29,2082-12-14
1189,332,1189,2032-12-09,2032-12-20
1190,291,1190,2026-12-06,2026-12-08
1191,187,1191,2078-09-16,2078-09-19
1192,116,1192,2047-11-12,2047-11-27
1193,421,1193,2028-09-24,2028-10-12
1194,99,1194,2069-11-17,2069-12-03
1195,46,1195,2020-12-31,2021-01-19
1196,1,1196,2088-11-14,2088-11-30
1197,371,1197,2047-01-24,2047-02-11
1198,332,1198,2041-05-16,2041-05-16
1199,347,1199,2049-07-28,2049-08-16
1200,13,1200,2076-03-04,2076-03-22
1201,413,1201,2031-05-24,2031-05-29
1202,226,1202,2043-05-31,2043-06-11
1203,129,1203,2056-01-28,2056-01-29
1204,269,1204,2024-05-06,2024-05-18
1205,434,1205,2090-12-09,2090-12-09
1206,106,1206,2019-09-13,2019-09-21
1207,234,1207,2089-01-02,2089-01-02
1208,47,1208,2050-04-13,2050-04-25
1209,199,1209,2022-04-25,2022-05-06
1210,191,1210,2071-08-07,2071-08-19
1211,161,1211,2054-01-22,2054-02-08
1212,50,1212,2092-01-08,2092-01-25
1213,441,1213,2022-01-26,2022-02-07
1214,386,1214,2066-09-04,2066-09-19
1215,388,1215,2085-10-13,2085-10-13
1216,293,1216,2099-02-15,2099-02-16
1217,308,1217,2079-07-02,2079-07-06
1218,226,1218,2089-11-27,2089-11-27
1219,444,1219,2083-02-15,2083-02-25
1220,58,1220,2032-07-07,2032-07-23
1221,390,1221,2081-01-20,2081-02-02
1222,135,1222,2067-12-05,2067-12-23
1223,233,1223,2059-01-11,2059-01-26
1224,436,1224,2089-02-15,2089-02-15
1225,154,1225,2070-04-20,2070-05-02
1226,312,1226,2027-11-16,2027-12-04
1227,86,1227,2079-03-26,2079-04-01
1228,123,1228,2019-12-08,2019-12-13
1229,314,1229,2099-06-20,2099-06-27
1230,331,1230,2063-11-19,2063-11-30
1231,10,1231,2059-01-23,2059-01-30
1232,241,1232,2094-09-02,2094-09-11
1233,189,1233,2033-11-29,2033-12-16
1234,325,1234,2070-05-10,2070-05-18
1235,237,1235,2053-09-21,2053-10-10
1236,1,1236,2065-04-14,2065-04-26
1237,25,1237,2027-10-04,2027-10-04
1238,328,1238,2077-08-24,2077-09-02
1239,275,1239,2075-02-01,2075-02-08
1240,307,1240,2049-06-24,2049-07-08
1241,356,1241,2050-06-02,2050-06-15
1242,127,1242,2043-10-03,2043-10-05
1243,210,1243,2068-01-16,2068-02-01
1244,46,1244,2097-09-14,2097-09-29
1245,112,1245,2026-11-07,2026-11-15
1246,79,1246,2053-03-05,2053-03-17
1247,132,1247,2064-08-21,2064-09-04
1248,185,1248,2071-02-11,2071-02-20
1249,421,1249,2039-10-20,2039-11-04
1250,313,1250,2086-03-21,2086-04-02
1251,346,1251,2086-12-01,2086-12-14
1252,449,1252,2027-04-23,2027-05-05
1253,143,1253,2057-04-18,2057-04-20
1254,1,1254,2088-11-15,2088-11-26
1255,132,1255,2088-10-26,2088-11-09
1256,198,1256,2042-05-24,2042-05-28
1257,187,1257,2048-08-05,2048-08-24
1258,122,1258,2078-06-07,2078-06-12
1259,227,1259,2093-11-09,2093-11-28
1260,151,1260,2046-06-21,2046-06-23
1261,251,1261,2069-08-09,2069-08-23
1262,293,1262,2039-12-18,2039-12-25
1263,55,1263,2046-03-29,2046-04-08
1264,109,1264,2089-01-13,2089-01-28
1265,140,1265,2036-01-12,2036-01-31
1266,24,1266,2062-11-16,2062-11-20
1267,346,1267,2087-06-17,2087-07-02
1268,240,1268,2075-03-21,2075-04-04
1269,131,1269,2054-03-15,2054-03-25
1270,399,1270,2026-08-21,2026-08-31
1271,44,1271,2022-05-03,2022-05-20
1272,112,1272,2099-11-26,2099-12-10
1273,204,1273,2097-01-12,2097-01-24
1274,236,1274,2056-11-01,2056-11-09
1275,99,1275,2047-07-30,2047-08-14
1276,405,1276,2073-08-26,2073-09-10
1277,36,1277,2059-11-29,2059-12-16
1278,410,1278,2046-03-13,2046-03-19
1279,221,1279,2055-01-15,2055-01-16
1280,374,1280,2021-12-27,2022-01-07
1281,415,1281,2035-11-17,2035-12-03
1282,344,1282,2096-08-09,2096-08-26
1283,431,1283,2072-06-04,2072-06-09
1284,138,1284,2019-04-29,2019-05-07
1285,287,1285,2074-08-31,2074-09-14
1286,73,1286,2049-11-13,2049-11-22
1287,354,1287,2060-04-11,2060-04-16
1288,143,1288,2085-11-14,2085-11-29
1289,1,1289,2067-02-14,2067-02-17
1290,248,1290,2029-04-13,2029-04-24
1291,364,1291,2096-04-06,2096-04-18
1292,392,1292,2039-01-14,2039-01-17
1293,105,1293,2062-10-21,2062-11-08
1294,160,1294,2064-09-20,2064-09-24
1295,255,1295,2096-11-16,2096-11-28
1296,153,1296,2030-08-22,2030-08-31
1297,119,1297,2094-11-16,2094-11-24
1298,76,1298,2064-04-06,2064-04-11
1299,319,1299,2039-09-04,2039-09-21
1300,125,1300,2068-03-27,2068-04-08
1301,169,1301,2031-08-14,2031-08-21
1302,144,1302,2022-03-17,2022-03-28
1303,432,1303,2095-08-04,2095-08-20
1304,267,1304,2036-05-06,2036-05-23
1305,199,1305,2048-10-30,2048-11-11
1306,414,1306,2061-02-16,2061-02-21
1307,423,1307,2072-04-26,2072-04-27
1308,230,1308,2072-07-21,2072-08-08
1309,71,1309,2043-03-14,2043-03-20
1310,220,1310,2047-04-04,2047-04-16
1311,337,1311,2027-12-10,2027-12-16
1312,35,1312,2023-11-10,2023-11-10
1313,348,1313,2057-09-21,2057-09-22
1314,126,1314,2073-07-24,2073-08-10
1315,190,1315,2071-03-03,2071-03-22
1316,271,1316,2046-10-07,2046-10-22
1317,138,1317,2067-08-31,2067-09-04
1318,325,1318,2067-03-28,2067-04-01
1319,423,1319,2052-07-24,2052-08-02
