eid,vinoid
188,0
478,0
239,0
489,0
349,0
360,0
577,0
768,0
175,0
162,0
611,0
268,0
899,0
266,0
492,0
472,0
542,0
423,0
471,0
638,0
769,0
992,0
842,0
269,0
419,0
929,0
38,0
325,0
624,0
792,0
119,0
503,0
228,0
81,0
430,0
302,0
730,0
880,0
713,0
202,0
966,0
414,0
3,0
582,0
452,0
626,0
93,0
44,0
328,0
989,0
211,0
984,0
538,0
223,0
517,0
82,0
957,0
8,0
853,0
366,0
601,0
286,0
441,0
980,0
692,0
246,0
890,0
908,0
671,0
140,0
284,0
541,0
69,0
113,0
224,0
120,0
34,0
519,0
470,0
510,0
922,0
932,0
590,0
627,0
823,0
417,0
384,0
179,0
358,0
53,0
388,0
636,0
506,0
73,0
187,0
276,0
403,0
837,0
375,0
298,0
389,0
382,0
270,0
428,0
161,0
299,0
272,0
982,0
686,0
936,0
51,0
379,0
670,0
407,0
265,0
109,0
289,0
634,0
809,0
165,0
198,0
97,0
326,0
569,0
520,0
884,0
277,0
321,0
689,0
330,0
687,0
554,0
759,0
647,0
950,0
770,0
646,0
822,0
483,0
790,0
572,0
783,0
251,0
110,0
342,0
338,0
186,0
550,0
867,0
221,0
948,0
14,0
359,0
370,0
903,0
315,0
406,0
194,0
803,0
20,0
868,0
502,0
738,0
473,0
117,0
728,0
11,0
534,0
829,0
440,0
313,0
749,0
902,0
130,0
255,0
445,0
813,0
442,0
599,0
412,0
555,0
356,0
262,0
461,0
378,0
913,0
974,0
782,0
734,0
537,0
559,0
106,0
107,0
380,0
137,0
126,0
767,0
474,0
585,0
116,0
35,0
257,0
385,0
985,0
849,0
698,0
975,0
883,0
280,0
230,0
741,0
372,0
600,0
705,0
580,0
309,0
815,0
722,0
346,0
451,0
987,0
869,0
5,0
864,0
923,0
925,0
766,0
702,0
334,0
9,0
632,0
871,0
719,0
536,0
105,0
218,0
826,0
832,0
746,0
814,0
576,0
23,0
926,0
747,0
200,0
986,0
955,0
933,0
935,0
450,0
635,0
157,0
674,0
398,0
214,0
579,0
515,0
426,0
739,0
421,0
416,0
981,0
661,0
212,0
942,0
991,0
662,0
196,0
344,0
736,0
807,0
353,0
178,0
892,0
791,0
512,0
709,0
493,0
560,0
215,0
993,0
701,0
152,0
862,0
415,0
656,0
811,0
377,0
781,0
124,0
802,0
721,0
505,0
874,0
825,0
318,0
481,0
729,0
860,0
41,0
168,0
392,0
886,0
320,0
574,0
655,0
863,0
253,0
39,0
491,0
438,0
143,0
350,0
260,0
40,0
754,0
625,0
968,0
927,0
578,0
501,0
48,0
367,0
25,0
244,0
256,0
387,0
100,0
592,0
1,0
363,0
486,0
303,0
567,0
641,0
547,0
897,0
609,0
830,0
532,0
877,0
463,0
589,0
336,0
861,0
185,0
841,0
402,0
870,0
540,0
216,0
667,0
166,0
552,0
776,0
904,0
373,0
800,0
988,0
111,0
319,0
961,0
174,0
851,0
58,0
301,0
45,0
433,0
708,0
873,0
237,0
297,0
418,0
89,0
145,0
745,0
696,0
460,0
466,0
22,0
836,0
888,0
169,0
659,0
941,0
354,0
586,0
2,0
598,0
118,0
508,0
475,0
226,0
457,0
396,0
103,0
490,0
164,0
695,0
630,0
752,0
545,0
595,0
484,0
439,0
15,0
943,0
355,0
525,0
994,0
562,0
956,0
459,0
610,0
967,0
95,0
812,0
685,0
887,0
945,0
937,0
765,0
333,0
798,0
494,0
193,0
839,0
431,0
240,0
142,0
846,0
13,0
49,0
876,0
563,0
720,0
744,0
633,0
788,0
645,0
910,0
533,0
316,0
263,0
104,0
995,0
779,0
535,0
669,0
845,0
660,0
716,0
368,0
818,0
248,0
905,0
743,0
914,0
742,0
664,0
983,0
17,0
587,0
810,0
958,0
24,0
31,0
711,0
176,0
668,0
101,0
596,0
52,0
549,0
487,0
177,0
619,0
665,0
163,0
959,0
335,0
447,0
449,0
821,0
666,0
413,0
895,0
362,0
856,0
71,0
583,0
75,0
824,0
649,0
136,0
383,0
345,1
513,1
238,1
307,1
817,1
748,1
805,1
604,1
464,1
907,1
361,1
498,1
693,1
295,1
204,1
954,1
640,1
148,1
485,1
477,1
371,1
612,1
516,1
840,1
900,1
678,1
133,1
726,1
425,1
0,1
575,1
710,1
480,1
27,1
61,1
258,1
978,1
901,1
357,1
653,1
112,1
482,1
644,1
210,1
122,1
553,1
881,1
509,1
242,1
74,1
343,1
306,1
565,1
977,1
893,1
180,1
947,1
963,1
411,1
327,1
222,1
909,1
192,1
939,1
21,1
149,1
594,1
707,1
364,1
996,1
917,1
374,1
312,1
205,1
469,1
523,1
245,1
965,1
651,1
254,1
281,1
605,1
778,1
311,1
443,1
279,1
293,1
236,1
679,1
70,1
259,1
16,1
657,1
7,1
408,1
390,1
866,1
544,1
86,1
756,1
727,1
43,1
723,1
496,1
684,1
444,1
332,1
894,1
139,1
794,1
844,1
969,1
753,1
682,1
620,1
972,1
146,1
527,1
59,1
733,1
750,1
835,1
613,1
243,1
928,1
725,1
294,1
683,1
77,1
697,1
54,1
546,1
339,1
593,1
331,1
99,1
804,1
121,1
681,1
155,1
208,1
688,1
878,1
777,1
476,1
934,1
267,1
308,1
213,1
700,1
78,1
522,1
964,1
732,1
351,1
195,1
29,1
429,1
507,1
249,1
203,1
56,1
283,1
67,1
806,1
774,1
971,1
558,1
91,1
465,1
889,1
606,1
241,1
184,1
833,1
199,1
775,1
37,1
786,1
797,1
141,1
150,1
87,1
602,1
675,1
631,1
761,1
764,1
787,1
944,1
918,1
376,1
724,1
852,1
617,1
4,1
96,1
962,1
865,1
855,1
125,1
28,1
65,1
557,1
233,1
524,1
663,1
584,1
795,1
808,1
819,1
409,1
714,1
26,1
189,1
718,1
206,1
454,1
437,1
352,1
581,1
588,1
68,1
427,1
676,1
879,1
998,1
615,1
386,1
170,1
467,1
264,1
757,1
497,1
643,1
799,1
84,1
322,1
173,1
399,1
771,1
706,1
66,1
340,1
551,1
273,1
548,1
76,1
838,1
784,1
850,1
511,1
872,1
156,1
566,1
369,1
160,1
990,1
400,1
10,1
924,1
159,1
57,1
703,1
201,1
324,1
60,1
234,1
209,1
896,1
760,1
731,1
462,1
47,1
953,1
843,1
181,1
518,1
138,1
912,1
278,1
737,1
785,1
85,1
827,1
300,1
834,1
436,1
499,1
543,1
183,1
285,1
911,1
42,1
857,1
530,1
229,1
144,1
796,1
323,1
80,1
919,1
561,1
949,1
597,1
938,1
88,1
365,1
271,1
570,1
751,1
231,1
220,1
147,1
167,1
564,1
793,1
816,1
458,1
608,1
603,1
6,1
639,1
528,1
526,1
36,1
108,1
250,1
127,1
699,1
64,1
102,1
847,1
217,1
916,1
83,1
468,1
712,1
394,1
424,1
207,1
235,1
132,1
672,1
952,1
622,1
129,1
191,1
401,1
931,1
304,1
225,1
571,1
128,1
654,1
391,1
762,1
32,1
772,1
801,1
529,1
18,1
717,1
848,1
539,1
453,1
773,1
960,1
131,1
514,1
446,1
420,1
63,1
337,1
62,1
621,1
12,1
735,1
182,1
618,1
921,1
134,1
310,1
740,1
90,1
828,1
614,1
448,1
405,1
755,1
190,1
906,1
495,1
33,1
691,1
19,1
854,1
317,1
347,1
397,1
970,1
673,1
875,1
479,1
123,1
885,1
79,1
252,1
171,1
789,1
920,1
92,1
115,1
859,1
858,1
677,1
288,1
898,1
500,1
197,1
930,1
274,1
521,1
999,1
976,1
715,1
135,1
432,1
219,1
287,1
891,1
422,1
227,1
329,1
94,1
172,1
158,1
151,1
979,1
704,1
780,1
831,1
763,1
381,1
680,1
46,1
305,1
997,1
915,1
690,1
292,1
504,1
623,1
629,1
348,1
395,1
973,1
98,1
758,1
694,1
455,1
531,1
573,1
607,1
940,1
72,1
282,1
435,1
314,1
456,1
341,1
404,1
568,1
628,1
616,1
30,1
650,1
591,1
652,1
247,1
410,1
296,1
50,1
114,1
642,1
154,1
393,1
488,1
648,1
261,1
556,1
658,1
55,1
188,1
478,1
239,1
489,1
349,1
360,1
577,1
768,1
175,1
162,1
611,1
268,1
899,1
266,1
492,1
472,1
542,1
423,1
471,1
638,1
769,1
992,1
842,1
419,1
929,1
38,1
325,1
624,1
792,1
119,1
503,1
228,1
81,1
430,1
730,1
880,1
713,1
202,1
966,1
414,1
3,1
582,1
452,1
626,1
93,1
44,1
328,1
989,1
211,1
984,1
538,1
223,1
517,1
82,1
957,1
8,1
853,1
366,1
601,1
286,1
441,1
980,1
692,1
246,1
890,1
908,1
671,1
140,1
284,1
541,1
69,1
113,1
224,1
120,1
34,1
519,1
470,1
510,1
922,1
932,1
590,1
627,1
823,1
417,1
179,1
358,1
53,1
388,1
636,1
506,1
73,1
187,1
276,1
403,1
837,1
375,1
298,1
389,1
382,1
270,1
428,1
161,1
299,1
272,1
982,1
686,1
936,1
51,1
379,1
670,1
407,1
265,1
109,1
289,1
634,1
809,1
165,1
198,1
97,1
326,1
569,1
520,1
884,1
277,1
321,1
689,1
330,1
687,1
554,1
759,1
647,1
950,1
770,1
646,1
822,1
483,1
790,1
572,1
783,1
251,1
110,1
342,1
338,1
186,1
550,1
867,1
221,1
948,1
434,1
14,1
359,1
370,1
903,1
315,1
406,1
194,1
803,1
20,1
868,1
502,1
738,1
473,1
117,1
728,1
11,1
534,1
829,1
440,1
313,1
749,1
902,1
130,1
255,1
445,1
813,1
442,1
599,1
412,1
555,1
356,1
262,1
461,1
378,1
974,1
782,1
734,1
537,1
559,1
106,1
107,1
380,1
137,1
126,1
767,1
474,1
585,1
116,1
35,1
257,1
385,1
985,1
849,1
698,1
975,1
883,1
280,1
230,1
741,1
372,1
600,1
705,1
580,1
309,1
815,1
722,1
346,1
451,1
987,1
869,1
5,1
864,1
923,1
925,1
766,1
702,1
334,1
9,1
632,1
871,1
719,1
536,1
105,1
218,1
826,1
832,1
746,1
814,1
576,1
23,1
926,1
747,1
200,1
986,1
955,1
933,1
935,1
450,1
635,1
157,1
674,1
398,1
214,1
579,1
515,1
426,1
739,1
820,1
421,1
416,1
291,1
981,1
661,1
212,1
942,1
991,1
662,1
196,1
344,1
736,1
807,1
353,1
178,1
892,1
791,1
512,1
709,1
493,1
560,1
215,1
993,1
701,1
152,1
862,1
415,1
656,1
811,1
377,1
781,1
124,1
802,1
721,1
505,1
874,1
318,1
481,1
729,1
860,1
41,1
168,1
392,1
886,1
320,1
574,1
655,1
863,1
253,1
39,1
491,1
438,1
143,1
350,1
260,1
40,1
754,1
625,1
968,1
927,1
578,1
501,1
48,1
367,1
25,1
244,1
256,1
387,1
100,1
592,1
1,1
363,1
486,1
303,1
567,1
641,1
547,1
897,1
609,1
830,1
532,1
877,1
463,1
589,1
336,1
861,1
185,1
841,1
402,1
870,1
540,1
216,1
667,1
166,1
552,1
776,1
904,1
373,1
800,1
988,1
111,1
319,1
961,1
174,1
851,1
58,1
301,1
45,1
433,1
708,1
873,1
237,1
297,1
418,1
89,1
145,1
745,1
696,1
460,1
466,1
22,1
836,1
888,1
169,1
659,1
941,1
354,1
586,1
2,1
598,1
118,1
508,1
475,1
226,1
457,1
396,1
103,1
490,1
164,1
695,1
630,1
752,1
545,1
484,1
439,1
15,1
943,1
355,1
525,1
994,1
956,1
459,1
610,1
967,1
95,1
812,1
637,1
685,1
887,1
945,1
937,1
765,1
333,1
798,1
193,1
839,1
431,1
240,1
142,1
846,1
13,1
49,1
876,1
563,1
720,1
744,1
633,1
788,1
645,1
910,1
533,1
316,1
263,1
104,1
995,1
779,1
535,1
669,1
845,1
660,1
716,1
368,1
818,1
248,1
905,1
743,1
914,1
742,1
664,1
983,1
17,1
587,1
810,1
958,1
24,1
31,1
711,1
176,1
668,1
101,1
596,1
52,1
549,1
487,1
177,1
619,1
665,1
163,1
959,1
335,1
447,1
449,1
821,1
232,1
666,1
413,1
895,1
362,1
856,1
71,1
583,1
75,1
824,1
649,1
136,1
383,1
345,2
513,2
238,2
307,2
817,2
748,2
805,2
604,2
464,2
907,2
361,2
498,2
693,2
295,2
204,2
954,2
640,2
148,2
485,2
477,2
371,2
612,2
516,2
840,2
900,2
678,2
133,2
726,2
425,2
0,2
575,2
710,2
480,2
27,2
61,2
258,2
978,2
901,2
357,2
653,2
112,2
482,2
644,2
210,2
122,2
553,2
881,2
509,2
242,2
74,2
343,2
306,2
565,2
977,2
893,2
180,2
947,2
963,2
411,2
327,2
222,2
909,2
192,2
939,2
21,2
149,2
594,2
707,2
364,2
996,2
917,2
374,2
312,2
205,2
469,2
523,2
245,2
965,2
651,2
254,2
281,2
605,2
778,2
311,2
443,2
279,2
293,2
236,2
679,2
70,2
259,2
16,2
657,2
7,2
408,2
390,2
866,2
544,2
86,2
756,2
727,2
43,2
723,2
496,2
684,2
444,2
332,2
894,2
139,2
794,2
844,2
969,2
753,2
682,2
620,2
972,2
146,2
527,2
59,2
733,2
750,2
835,2
613,2
243,2
928,2
725,2
294,2
683,2
77,2
697,2
54,2
546,2
339,2
593,2
331,2
99,2
804,2
121,2
681,2
155,2
208,2
688,2
878,2
777,2
476,2
934,2
267,2
308,2
213,2
700,2
78,2
522,2
964,2
732,2
351,2
195,2
29,2
429,2
507,2
249,2
203,2
56,2
283,2
67,2
806,2
774,2
971,2
558,2
91,2
465,2
889,2
606,2
241,2
184,2
833,2
199,2
775,2
37,2
786,2
797,2
141,2
150,2
87,2
602,2
675,2
631,2
761,2
764,2
787,2
944,2
918,2
376,2
724,2
852,2
617,2
4,2
275,2
96,2
962,2
865,2
855,2
125,2
28,2
557,2
233,2
524,2
663,2
584,2
795,2
808,2
819,2
409,2
714,2
26,2
189,2
718,2
206,2
454,2
437,2
352,2
581,2
588,2
68,2
427,2
676,2
879,2
998,2
615,2
386,2
170,2
467,2
264,2
757,2
643,2
799,2
84,2
322,2
173,2
399,2
153,2
771,2
706,2
66,2
340,2
551,2
273,2
548,2
76,2
838,2
784,2
850,2
511,2
872,2
156,2
566,2
369,2
160,2
990,2
400,2
10,2
924,2
159,2
57,2
703,2
201,2
324,2
60,2
234,2
209,2
896,2
760,2
731,2
462,2
47,2
953,2
843,2
181,2
518,2
138,2
912,2
278,2
785,2
85,2
827,2
300,2
834,2
436,2
499,2
543,2
183,2
285,2
911,2
882,2
42,2
857,2
530,2
229,2
144,2
796,2
323,2
80,2
919,2
561,2
949,2
597,2
938,2
88,2
365,2
271,2
570,2
751,2
231,2
220,2
147,2
167,2
564,2
793,2
816,2
458,2
608,2
603,2
6,2
639,2
528,2
526,2
36,2
108,2
250,2
127,2
699,2
64,2
102,2
847,2
217,2
916,2
83,2
468,2
712,2
394,2
424,2
207,2
235,2
132,2
672,2
952,2
622,2
129,2
191,2
401,2
931,2
304,2
225,2
571,2
128,2
654,2
391,2
946,2
762,2
32,2
772,2
529,2
18,2
717,2
848,2
539,2
453,2
773,2
960,2
131,2
514,2
446,2
420,2
63,2
337,2
62,2
621,2
12,2
735,2
182,2
618,2
921,2
134,2
310,2
740,2
90,2
828,2
614,2
448,2
405,2
755,2
190,2
906,2
495,2
33,2
691,2
19,2
854,2
317,2
347,2
397,2
970,2
673,2
875,2
479,2
123,2
885,2
79,2
252,2
171,2
789,2
920,2
92,2
115,2
859,2
858,2
677,2
288,2
898,2
500,2
197,2
930,2
274,2
521,2
999,2
976,2
715,2
135,2
432,2
219,2
290,2
287,2
891,2
422,2
227,2
329,2
94,2
172,2
158,2
151,2
979,2
704,2
780,2
831,2
763,2
381,2
680,2
46,2
305,2
997,2
915,2
690,2
292,2
504,2
623,2
629,2
348,2
395,2
973,2
98,2
758,2
694,2
455,2
531,2
573,2
607,2
940,2
72,2
282,2
435,2
314,2
456,2
341,2
404,2
568,2
628,2
616,2
30,2
650,2
591,2
652,2
247,2
410,2
296,2
50,2
114,2
642,2
154,2
393,2
488,2
951,2
648,2
556,2
658,2
55,2
188,2
478,2
239,2
489,2
349,2
360,2
577,2
768,2
175,2
162,2
611,2
268,2
899,2
266,2
492,2
472,2
542,2
423,2
471,2
638,2
769,2
992,2
842,2
269,2
419,2
929,2
38,2
325,2
624,2
792,2
119,2
503,2
228,2
430,2
302,2
730,2
880,2
713,2
202,2
966,2
414,2
3,2
582,2
452,2
626,2
93,2
44,2
328,2
989,2
211,2
984,2
538,2
223,2
517,2
82,2
957,2
8,2
853,2
366,2
601,2
286,2
441,2
980,2
692,2
246,2
890,2
908,2
671,2
140,2
284,2
541,2
69,2
113,2
224,2
120,2
34,2
519,2
470,2
510,2
922,2
932,2
590,2
627,2
823,2
417,2
384,2
179,2
358,2
53,2
388,2
636,2
506,2
73,2
187,2
276,2
403,2
837,2
375,2
298,2
389,2
382,2
270,2
428,2
161,2
299,2
272,2
982,2
686,2
936,2
51,2
379,2
670,2
407,2
265,2
109,2
289,2
634,2
809,2
165,2
198,2
97,2
326,2
569,2
520,2
884,2
277,2
321,2
689,2
330,2
687,2
554,2
759,2
647,2
950,2
770,2
646,2
822,2
483,2
790,2
572,2
783,2
251,2
110,2
342,2
338,2
186,2
550,2
867,2
221,2
948,2
434,2
14,2
359,2
370,2
903,2
315,2
406,2
194,2
803,2
20,2
868,2
502,2
738,2
473,2
117,2
728,2
11,2
534,2
829,2
440,2
313,2
749,2
902,2
255,2
445,2
813,2
442,2
599,2
412,2
555,2
262,2
461,2
378,2
913,2
974,2
782,2
734,2
537,2
559,2
106,2
107,2
380,2
137,2
126,2
767,2
474,2
585,2
116,2
35,2
257,2
385,2
985,2
849,2
698,2
975,2
883,2
280,2
230,2
741,2
372,2
600,2
705,2
580,2
309,2
815,2
722,2
346,2
451,2
987,2
869,2
5,2
864,2
923,2
925,2
766,2
702,2
334,2
9,2
632,2
871,2
719,2
536,2
105,2
218,2
826,2
832,2
746,2
576,2
23,2
926,2
200,2
986,2
955,2
933,2
935,2
450,2
635,2
157,2
674,2
398,2
214,2
579,2
515,2
426,2
739,2
820,2
421,2
416,2
981,2
661,2
212,2
942,2
991,2
662,2
196,2
344,2
736,2
807,2
353,2
178,2
892,2
791,2
512,2
709,2
493,2
560,2
215,2
993,2
701,2
152,2
862,2
415,2
656,2
811,2
377,2
781,2
124,2
802,2
721,2
505,2
874,2
825,2
318,2
481,2
729,2
860,2
41,2
168,2
392,2
886,2
320,2
574,2
655,2
863,2
253,2
39,2
491,2
438,2
143,2
350,2
260,2
40,2
754,2
625,2
968,2
927,2
578,2
501,2
48,2
367,2
25,2
244,2
256,2
387,2
100,2
592,2
1,2
363,2
486,2
303,2
567,2
641,2
547,2
897,2
609,2
830,2
532,2
877,2
463,2
589,2
336,2
861,2
185,2
841,2
402,2
870,2
540,2
216,2
667,2
166,2
552,2
776,2
904,2
373,2
800,2
988,2
319,2
961,2
174,2
851,2
58,2
301,2
45,2
433,2
708,2
873,2
237,2
297,2
418,2
89,2
145,2
745,2
696,2
460,2
466,2
22,2
836,2
888,2
169,2
659,2
941,2
354,2
586,2
2,2
598,2
118,2
508,2
475,2
457,2
396,2
103,2
490,2
164,2
695,2
630,2
752,2
545,2
595,2
484,2
439,2
15,2
943,2
355,2
525,2
994,2
562,2
956,2
459,2
610,2
967,2
95,2
812,2
637,2
685,2
887,2
945,2
937,2
765,2
333,2
798,2
494,2
193,2
839,2
431,2
240,2
142,2
846,2
13,2
49,2
876,2
563,2
720,2
744,2
633,2
788,2
645,2
910,2
533,2
316,2
263,2
104,2
995,2
779,2
535,2
669,2
845,2
660,2
716,2
368,2
818,2
248,2
905,2
743,2
914,2
742,2
664,2
983,2
17,2
587,2
810,2
958,2
24,2
31,2
711,2
176,2
668,2
101,2
596,2
549,2
487,2
177,2
619,2
665,2
163,2
959,2
335,2
447,2
449,2
821,2
232,2
666,2
413,2
895,2
362,2
71,2
583,2
75,2
824,2
649,2
136,2
383,2
345,3
513,3
238,3
307,3
817,3
748,3
805,3
604,3
464,3
907,3
361,3
498,3
693,3
295,3
204,3
954,3
640,3
148,3
485,3
477,3
371,3
612,3
516,3
840,3
900,3
678,3
133,3
726,3
425,3
0,3
575,3
710,3
480,3
27,3
61,3
258,3
978,3
901,3
357,3
653,3
112,3
482,3
644,3
210,3
122,3
553,3
881,3
509,3
242,3
74,3
343,3
306,3
565,3
977,3
180,3
963,3
411,3
327,3
222,3
909,3
192,3
939,3
21,3
149,3
594,3
707,3
364,3
996,3
917,3
374,3
312,3
205,3
469,3
523,3
245,3
965,3
651,3
254,3
281,3
605,3
778,3
311,3
443,3
279,3
293,3
236,3
679,3
70,3
259,3
16,3
657,3
7,3
408,3
390,3
866,3
544,3
86,3
756,3
727,3
43,3
723,3
496,3
684,3
444,3
332,3
894,3
139,3
794,3
844,3
969,3
753,3
682,3
620,3
972,3
146,3
527,3
59,3
733,3
750,3
835,3
613,3
243,3
928,3
725,3
294,3
683,3
77,3
697,3
54,3
546,3
339,3
593,3
331,3
99,3
804,3
121,3
681,3
155,3
208,3
688,3
878,3
777,3
476,3
934,3
267,3
308,3
213,3
700,3
78,3
522,3
732,3
351,3
195,3
29,3
429,3
507,3
249,3
203,3
56,3
283,3
67,3
806,3
774,3
971,3
558,3
91,3
465,3
889,3
606,3
241,3
184,3
833,3
199,3
37,3
786,3
797,3
141,3
150,3
87,3
602,3
675,3
631,3
761,3
764,3
787,3
944,3
918,3
376,3
724,3
852,3
617,3
4,3
275,3
96,3
962,3
865,3
855,3
125,3
28,3
65,3
557,3
233,3
524,3
663,3
584,3
795,3
808,3
819,3
409,3
714,3
26,3
189,3
718,3
206,3
454,3
437,3
352,3
581,3
588,3
68,3
427,3
676,3
879,3
998,3
615,3
386,3
170,3
467,3
264,3
757,3
497,3
643,3
799,3
84,3
322,3
173,3
399,3
153,3
771,3
706,3
66,3
340,3
551,3
273,3
548,3
76,3
838,3
784,3
850,3
511,3
872,3
156,3
566,3
369,3
160,3
990,3
400,3
10,3
924,3
159,3
57,3
703,3
201,3
324,3
60,3
234,3
209,3
896,3
760,3
731,3
462,3
47,3
953,3
843,3
181,3
518,3
138,3
912,3
278,3
737,3
785,3
85,3
827,3
300,3
834,3
436,3
499,3
543,3
183,3
285,3
911,3
882,3
42,3
857,3
530,3
229,3
144,3
796,3
323,3
80,3
919,3
561,3
949,3
597,3
938,3
88,3
365,3
271,3
570,3
751,3
231,3
220,3
147,3
167,3
564,3
793,3
816,3
458,3
608,3
603,3
6,3
639,3
528,3
526,3
36,3
108,3
250,3
127,3
699,3
64,3
102,3
847,3
217,3
916,3
83,3
468,3
712,3
394,3
424,3
207,3
235,3
132,3
672,3
952,3
622,3
129,3
191,3
401,3
931,3
304,3
225,3
571,3
128,3
654,3
391,3
946,3
762,3
32,3
772,3
801,3
529,3
18,3
717,3
848,3
539,3
453,3
773,3
960,3
131,3
514,3
446,3
420,3
63,3
337,3
62,3
621,3
12,3
735,3
182,3
618,3
921,3
134,3
310,3
740,3
90,3
828,3
448,3
405,3
755,3
190,3
906,3
495,3
33,3
691,3
19,3
854,3
317,3
347,3
397,3
970,3
673,3
875,3
479,3
123,3
885,3
79,3
252,3
171,3
789,3
920,3
92,3
115,3
859,3
858,3
677,3
288,3
898,3
197,3
930,3
274,3
521,3
999,3
976,3
715,3
135,3
432,3
219,3
290,3
287,3
891,3
422,3
227,3
329,3
94,3
172,3
158,3
151,3
979,3
704,3
780,3
831,3
763,3
381,3
680,3
46,3
305,3
915,3
690,3
292,3
504,3
623,3
629,3
348,3
395,3
973,3
98,3
694,3
455,3
531,3
573,3
607,3
940,3
72,3
282,3
435,3
314,3
456,3
341,3
404,3
568,3
628,3
616,3
30,3
650,3
591,3
652,3
247,3
410,3
296,3
50,3
114,3
642,3
154,3
393,3
488,3
951,3
648,3
261,3
556,3
658,3
55,3
188,3
478,3
239,3
489,3
349,3
360,3
577,3
768,3
175,3
162,3
268,3
899,3
266,3
492,3
472,3
542,3
423,3
471,3
638,3
769,3
992,3
842,3
269,3
419,3
38,3
325,3
624,3
792,3
119,3
503,3
81,3
430,3
302,3
730,3
880,3
713,3
202,3
966,3
414,3
3,3
582,3
452,3
626,3
93,3
44,3
328,3
989,3
211,3
984,3
538,3
223,3
517,3
82,3
957,3
8,3
853,3
366,3
601,3
286,3
441,3
980,3
692,3
246,3
890,3
908,3
671,3
140,3
284,3
541,3
69,3
113,3
224,3
120,3
34,3
519,3
470,3
510,3
922,3
932,3
590,3
627,3
823,3
417,3
384,3
179,3
358,3
53,3
388,3
636,3
506,3
73,3
187,3
276,3
403,3
837,3
375,3
298,3
389,3
382,3
270,3
428,3
161,3
299,3
272,3
982,3
686,3
936,3
51,3
379,3
670,3
407,3
265,3
109,3
289,3
634,3
809,3
165,3
198,3
97,3
326,3
569,3
520,3
884,3
277,3
321,3
689,3
330,3
687,3
554,3
759,3
647,3
950,3
770,3
646,3
822,3
483,3
790,3
572,3
783,3
251,3
110,3
342,3
338,3
186,3
550,3
867,3
221,3
948,3
434,3
14,3
359,3
370,3
903,3
315,3
406,3
194,3
803,3
20,3
868,3
502,3
738,3
473,3
117,3
728,3
11,3
534,3
829,3
440,3
313,3
749,3
902,3
130,3
255,3
445,3
813,3
442,3
599,3
412,3
555,3
356,3
262,3
461,3
378,3
913,3
974,3
782,3
734,3
537,3
559,3
106,3
107,3
380,3
137,3
126,3
767,3
474,3
585,3
116,3
35,3
257,3
385,3
985,3
849,3
698,3
975,3
883,3
280,3
230,3
741,3
372,3
600,3
705,3
580,3
309,3
815,3
722,3
346,3
451,3
987,3
869,3
5,3
864,3
923,3
925,3
766,3
702,3
334,3
9,3
632,3
871,3
536,3
105,3
218,3
826,3
832,3
746,3
814,3
576,3
23,3
926,3
747,3
200,3
955,3
933,3
935,3
450,3
635,3
157,3
674,3
398,3
214,3
579,3
515,3
426,3
739,3
820,3
421,3
416,3
291,3
981,3
661,3
212,3
942,3
991,3
662,3
196,3
344,3
736,3
807,3
353,3
178,3
892,3
791,3
512,3
709,3
493,3
560,3
215,3
993,3
701,3
152,3
862,3
415,3
656,3
811,3
377,3
781,3
124,3
802,3
721,3
505,3
874,3
825,3
318,3
481,3
729,3
860,3
41,3
168,3
392,3
886,3
320,3
574,3
655,3
863,3
253,3
39,3
491,3
438,3
143,3
350,3
260,3
40,3
754,3
625,3
968,3
927,3
578,3
501,3
48,3
367,3
25,3
244,3
256,3
387,3
100,3
592,3
1,3
363,3
486,3
303,3
567,3
641,3
547,3
897,3
609,3
830,3
532,3
877,3
463,3
589,3
336,3
861,3
185,3
841,3
402,3
870,3
540,3
216,3
667,3
166,3
552,3
776,3
904,3
373,3
800,3
988,3
111,3
319,3
961,3
174,3
851,3
58,3
301,3
45,3
708,3
873,3
237,3
297,3
418,3
89,3
145,3
745,3
696,3
460,3
466,3
22,3
836,3
888,3
169,3
659,3
941,3
354,3
586,3
2,3
598,3
118,3
508,3
475,3
226,3
457,3
396,3
103,3
490,3
164,3
695,3
630,3
752,3
545,3
